property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,pivotal devaan,sector 84,0.34,5832.0,2,2,1,3.0,Relatively New,533.0,0,1,0,0,0,0,75
flat,mm merlin,sector 67,3.32,14080.0,3,4,3,8.0,New Property,2016.0,0,0,0,1,0,0,174
house,independent,sector 43,5.5,19298.0,8,7,3+,3.0,Moderately Old,2850.0,1,0,1,1,1,0,123
flat,mapsko mount ville,sector 79,1.85,9640.0,3,4,3,21.0,New Property,1642.0,0,0,1,1,0,1,49
flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Relatively New,2072.0,0,0,0,1,0,1,60
flat,godrej icon,sector 88a,1.62,10019.0,3,2,3+,10.0,Relatively New,1463.0,0,0,0,0,1,2,49
flat,dlf the ultima,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively New,1825.0,0,0,0,1,0,0,119
flat,on request,sector 103,1.69,9145.0,3,3,3+,8.0,Relatively New,1669.0,0,0,0,0,0,1,49
flat,signature global solera,sector 107,0.38,6333.0,2,2,2,3.0,Relatively New,627.0,0,0,0,0,0,2,23
house,vipul tatvam villa,sector 48,8.25,26159.0,4,4,3+,3.0,Relatively New,3153.8227,0,1,0,1,0,0,160
house,sheetla enclave,sector 5,0.96,1129.0,7,4,2,3.0,Moderately Old,8505.0,0,1,1,0,0,0,0
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,1,49
flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1148.0,0,1,0,0,0,0,78
house,independent,sector 53,4.0,17781.0,5,5,2,3.0,Relatively New,2250.0,0,0,0,0,1,0,23
house,independent,sector 3,0.8,8167.0,5,4,1,2.0,Moderately Old,981.0,0,0,0,0,0,0,0
house,independent,sector 12,0.38,469.0,3,3,3,3.0,Relatively New,8100.0,0,0,0,0,0,1,0
flat,shree vardhman flora,sector 90,0.8,5926.0,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,1,60
flat,mm sky lofts,sector 71,1.0,11494.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,1,0
flat,the crew bos chs manesar,manesar,0.85,3696.0,3,3,2,2.0,Moderately Old,2556.0,0,0,0,0,0,0,44
house,independent,sector 31,3.5,24086.0,4,4,3,2.0,Old Property,1453.1265,0,1,0,0,0,0,70
flat,conscient elevate,sector 59,3.9,16993.0,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0
flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,1492.0,0,0,0,0,1,0,55
house,dlf pink town house,sector 24,1.9,3788.0,10,9,3+,3.0,Relatively New,5018.0,1,0,0,0,0,2,29
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,3.0,New Property,998.0,1,0,0,0,1,0,95
flat,vidya apartment,sector 5,0.22,4207.0,2,2,1,1.0,Relatively New,570.0,1,0,0,0,0,2,36
flat,eldeco accolade,sohna road,0.85,6725.0,2,2,3,10.0,New Property,977.0,0,0,0,0,0,1,72
flat,experion the heartsong,sector 108,2.08,7906.0,4,4,3+,3.0,Relatively New,2631.0,0,0,0,1,0,1,126
flat,om apartment dayaindependentd colony,sector 5,0.26,4370.0,1,1,1,3.0,Relatively New,648.0,0,0,0,0,0,1,14
flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1428.0,0,0,1,0,0,1,102
flat,signature global city a,sector 63a,1.65,15264.0,2,2,2,1.0,Relatively New,978.0,0,0,0,0,0,1,0
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,2,2,3,2.0,Relatively New,1300.0,0,0,0,0,0,1,78
flat,microtek greenburg,sector 86,1.23,8311.0,2,2,3,13.0,Relatively New,1339.0,0,0,0,0,1,0,6
flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,6.0,Relatively New,1221.0,0,0,0,0,1,0,165
flat,experion the heartsong,sector 108,1.2,6826.0,3,2,3+,11.0,Relatively New,1550.0,0,0,1,1,0,0,174
flat,krrish florence estate,sector 70,1.25,6702.0,3,3,3,18.0,Under Construction,1687.0,0,0,0,0,0,1,51
flat,ireo the corridors,sector 67a,2.08,12044.0,3,3,2,6.0,Under Construction,1563.0,1,0,0,0,0,1,55
flat,experion the heartsong,sector 108,1.2,6826.0,3,3,3+,10.0,Relatively New,1275.53,0,0,0,0,1,1,93
flat,godrej oasis,sector 88a,0.95,7269.0,2,2,2,6.0,Relatively New,1452.0,0,0,0,0,0,1,79
flat,the close north,sector 50,3.0,11516.0,3,3,3+,14.0,Old Property,2357.0,0,0,0,1,0,0,121
house,nul,sector 25,9.5,33431.0,9,9,3+,3.0,Old Property,2844.0,1,0,0,0,0,0,81
flat,godrej,sector 79,1.29,8206.0,2,2,3,4.0,New Property,1422.0,0,0,0,0,0,0,0
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,1,0,0,49
house,independent,sector 46,2.25,24592.0,4,3,3,3.0,Relatively New,90.0,0,0,0,0,1,0,35
house,independent,sector 105,0.6,13272.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,0,0,1,0,0,8
house,independent,sector 26,15.0,33180.0,5,6,3+,3.0,Moderately Old,4518.0,0,1,1,1,1,0,78
flat,mm heights,sector 65,2.29,15980.0,2,2,3,8.0,Under Construction,1592.0,0,0,0,0,1,0,15
flat,vatika independent floors,sector 82,1.16,6988.0,3,3,3+,1.0,Relatively New,1844.0,0,1,1,1,0,0,151
flat,cancon enclave,sector 4,1.05,7778.0,3,2,2,2.0,New Property,1500.0,0,0,0,0,0,0,0
house,smart world gems,sector 89,1.25,8798.0,3,3,2,1.0,New Property,1423.0,1,0,0,0,1,0,45
house,vipul tatvam villa,sector 48,5.5,21202.0,3,6,2,2.0,Moderately Old,2592.0,1,0,0,1,0,0,106
house,independent,sector 8,0.82,9069.0,4,3,3,2.0,Moderately Old,900.0,0,0,0,0,0,1,12
flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,0,44
flat,emaar mgf emerald estate,sector 65,1.42,13922.0,2,2,2,6.0,Relatively New,1010.0,0,0,0,0,1,0,174
flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,1,0
flat,experion windchants,sector 112,4.75,12623.0,3,5,3+,4.0,Relatively New,3405.0,0,0,0,1,0,0,42
flat,sbtl caladium,sector 109,1.7,6680.0,3,3,3+,9.0,Relatively New,2303.0,0,0,0,1,0,1,159
house,emaar mgf marbella,sector 66,12.0,38049.0,5,6,3+,4.0,New Property,3150.0,0,0,1,1,0,1,38
flat,signature global park,sohna road,0.95,7851.0,3,2,3+,3.0,New Property,1210.0,0,0,0,0,0,1,85
flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively New,2100.0,1,0,0,0,0,0,120
flat,antriksh heights,sector 84,0.73,6083.0,2,2,3+,4.0,Relatively New,1026.0,0,1,1,0,1,0,158
house,uppal southend,sector 49,4.4,15253.0,6,6,3,3.0,Moderately Old,2880.0,0,1,1,1,1,2,110
flat,deepak minda,manesar,1.25,4715.0,3,3,3+,6.0,Moderately Old,2944.0,0,0,0,1,0,1,44
flat,mm merlin,sector 67,3.4,14419.0,3,4,3,17.0,Relatively New,2133.0,0,0,0,1,0,0,174
house,independent,sector 55,4.6,21261.0,3,3,3+,2.0,Old Property,2160.0,0,1,1,1,0,0,37
flat,tulip violet,sector 69,2.05,9951.0,4,4,2,0.0,Relatively New,1888.0,0,0,0,0,0,1,157
flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,0,1,1,0,0,111
flat,rof aindependentda,sector 95,0.38,5901.0,3,2,1,2.0,Relatively New,716.0,0,0,1,0,0,0,66
flat,tulip leaf,sector 69,2.07,11424.0,3,3,3,16.0,Relatively New,1639.0,0,0,0,0,0,1,49
flat,mapsko mount ville,sector 79,1.2,13841.0,3,3,3,18.0,Relatively New,1165.0,0,0,1,0,1,0,160
flat,ss the leaf,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,1,49
flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,1493.0,0,1,0,0,0,2,174
house,unitech espace,sector 50,10.45,32254.0,5,7,3+,3.0,Moderately Old,3240.0,1,0,1,1,1,0,153
flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,0,74
flat,mm skycity,sector 65,2.8,15317.0,3,3,0,14.0,Relatively New,1828.0,0,0,0,0,0,1,0
flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,New Property,1226.0,0,0,0,0,1,0,38
flat,my home,sector 110,0.22,4400.0,2,2,1,1.0,New Property,556.0,0,0,0,0,0,0,0
house,ansal sushant lok,sector 43,10.5,27871.0,4,4,2,2.0,Old Property,3762.0,0,0,0,1,0,1,59
flat,signature andour heights,sector 71,0.39,9848.0,1,1,2,1.0,New Property,294.0,0,0,0,0,0,1,0
flat,mm woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,0,165
flat,vatika the seven lamps,sector 82,0.85,5977.0,2,2,2,9.0,Relatively New,1294.0,0,0,0,0,1,0,117
flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Old Property,1160.0,0,0,0,0,0,1,36
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,0,26
flat,bestech park view grand spa,sector 81,2.91,9137.0,4,5,2,6.0,Relatively New,3017.0,0,0,0,1,0,0,101
flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,2800.0,0,0,0,1,0,1,72
flat,dlf new town heights,sector 86,1.28,8205.0,3,4,3+,12.0,Moderately Old,1740.0,0,0,1,1,0,0,96
flat,emaar gurgaon greens,sector 102,1.35,9643.0,3,4,3+,9.0,Relatively New,1400.0,0,0,1,1,0,0,174
flat,godrej nature plus serenity,sector 33,1.45,8677.0,3,2,3,3.0,New Property,1512.0,0,0,0,0,0,1,49
house,independent,sector 104,0.45,12296.0,4,4,2,4.0,Moderately Old,1667.0,0,0,0,0,0,0,7
house,floor wise designer kothi,sector 25,13.0,48117.0,12,16,3+,4.0,New Property,2700.0,0,1,1,1,1,0,144
flat,ashiana anmol,sohna road,0.99,8216.0,2,2,2,6.0,Relatively New,1045.0,0,0,0,0,0,0,49
flat,indiabulls centrum park,sector 103,1.35,7542.0,3,3,3+,3.0,Relatively New,1620.0,0,0,0,0,1,0,168
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,1,0,0,0,59
house,independent,sector 6,0.5,926.0,3,3,2,2.0,Moderately Old,5400.0,0,0,1,0,0,1,0
flat,orris aster court premier,sector 85,1.45,6840.0,3,4,2,3.0,New Property,1616.0,0,0,0,1,0,0,16
flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2.0,New Property,1150.0,0,0,0,0,1,1,76
flat,bestech park view residency,sector 2,1.55,8073.0,3,4,3+,10.0,Moderately Old,1737.0,0,0,0,1,0,1,100
flat,birla navya,sector 63a,3.7,15417.0,3,3,3+,1.0,Under Construction,2667.0,0,0,0,0,0,1,72
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,1,0
flat,emaar digihomes,sector 62,2.1,14257.0,2,2,2,30.0,New Property,1365.0,0,0,0,1,0,1,52
house,dlf city phase,sector 26,5.5,30597.0,4,4,3,2.0,Moderately Old,1797.5712999999998,0,0,1,1,1,1,69
house,independent,sector 43,3.35,27063.0,1,1,0,1.0,Old Property,1237.8485,0,0,0,0,0,0,9
flat,breez global hill view,sohna road,0.42,7179.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,0,44
house,independent,sector 36,0.75,6968.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,1,0
flat,rk tower,sector 2,0.95,9596.0,2,2,1,1.0,Relatively New,1100.0,0,0,0,0,0,1,99
house,independent,sector 54,3.75,26042.0,4,4,3,3.0,Moderately Old,1440.0,0,0,0,1,0,0,13
house,independent,sector 26,5.8,32266.0,4,3,2,2.0,Relatively New,1797.5712999999998,0,1,0,0,0,1,21
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3,3,3,10.0,Relatively New,1315.0,0,0,0,1,0,0,165
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,1,108
flat,godrej summit,sector 104,0.98,5950.0,3,3,3,12.0,Relatively New,1490.0,1,0,0,0,0,0,79
flat,supertech araville,sector 79,0.71,5521.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,1,0
flat,sare crescent parc royal greens phase,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,1,0
house,independent,sector 4,0.55,6813.0,2,1,1,1.0,Moderately Old,75.0,0,0,0,0,0,1,0
house,independent,sector 24,6.5,22874.0,4,4,2,2.0,Old Property,2844.0,0,0,1,0,0,1,35
flat,ats triumph,sector 104,2.65,8413.0,4,4,3+,14.0,Relatively New,2897.0,0,0,0,1,0,0,21
flat,aipl club residences,sector 70a,1.27,9777.0,2,2,3+,24.0,Relatively New,1449.0,1,0,0,0,0,0,113
house,experion windchants,sector 112,9.5,12752.0,5,5,3,2.0,Relatively New,7450.0,0,0,0,1,0,1,45
flat,tarc maceo,sector 91,0.96,5411.0,2,2,3+,8.0,Moderately Old,1270.0,0,0,0,0,0,1,85
flat,landmark the residency,sector 103,0.9,6667.0,2,2,2,1.0,Relatively New,1221.0,0,0,0,0,0,1,44
flat,ansal heights,sector 86,0.67,5099.0,2,2,1,10.0,Relatively New,1230.0,0,0,0,0,0,0,115
flat,shree vardhman flora,sector 90,1.25,4854.0,4,5,2,8.0,Relatively New,2330.0,0,0,0,1,1,0,165
house,independent,sector 49,4.45,15426.0,6,6,3,3.0,Moderately Old,2880.0,0,1,1,1,1,2,152
flat,pivotal devaan,sector 84,0.35,6003.0,2,2,1,4.0,Relatively New,527.0,0,0,0,0,0,0,37
flat,godrej oasis,sector 88a,1.5,8108.0,3,3,3+,11.0,New Property,1674.0,0,0,0,0,0,1,39
house,independent,sector 5,0.5,1235.0,5,3,3,3.0,Moderately Old,4050.0,0,0,0,0,0,1,0
flat,global height,sohna road,0.45,6338.0,2,2,2,6.0,Relatively New,789.0,0,0,0,0,0,2,49
house,independent,sector 57,8.0,29630.0,5,4,3,2.0,Relatively New,2700.0,0,0,1,1,1,1,21
flat,vatika india next,sector 82,0.8,6426.0,2,2,3,9.0,Relatively New,1383.0,0,0,0,0,0,0,0
house,ardee city,sector 52,2.25,10400.0,3,3,3,4.0,New Property,1800.0,0,0,0,1,0,0,22
flat,mm heights,sector 65,1.95,15997.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,0,44
flat,takshila heights sector c,sector 37,0.67,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,1,23
house,independent,sector 41,4.25,26148.0,10,9,3+,4.0,Moderately Old,1625.3489,0,0,0,1,1,0,36
house,international city by sobha phase,sector 109,6.3,9004.0,4,5,3+,2.0,Relatively New,7000.0,0,0,0,0,0,0,122
flat,dlf the skycourt,sector 86,1.59,8243.0,3,3,3,17.0,Relatively New,1700.0,1,0,0,0,0,0,165
flat,godrej nature plus,sector 33,1.65,8267.0,3,3,3,2.0,New Property,2218.0,0,0,0,1,0,1,37
flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,1,61
flat,godrej air,sector 85,1.05,10606.0,2,2,1,15.0,Relatively New,97.0,0,0,0,0,0,0,45
flat,ireo skyon,sector 60,3.8,13571.0,4,5,3,15.0,Moderately Old,2791.0,0,0,0,1,0,0,145
flat,raheja atharva,sector 109,2.2,9491.0,3,3,2,7.0,Moderately Old,2576.0,0,0,0,1,0,0,111
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3,3,1,15.0,Relatively New,2000.0,0,0,0,0,0,1,60
house,bptp visionnaire,sector 70a,5.4,20730.0,4,5,3+,3.0,Relatively New,2610.0,0,1,1,1,1,0,136
flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3845.0,0,0,1,1,1,1,67
flat,ss,sector 85,1.18,7169.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,1,49
flat,ss,sector 85,2.17,7717.0,4,4,3,7.0,Relatively New,2600.0,0,0,1,1,1,1,49
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,10.0,Relatively New,1300.0,0,0,0,1,0,1,46
house,independent,sector 3,0.6,5994.0,1,1,0,1.0,Old Property,1000.0,0,0,0,0,0,1,0
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,1550.0,0,0,0,0,0,0,159
flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1895.0,0,0,0,0,0,0,0
house,independent,sector 2,3.65,23386.0,9,9,3+,3.0,New Property,1560.7655,0,0,1,1,0,0,116
house,independent,sohna road,0.49,473.0,2,2,1,3.0,New Property,10350.0,0,0,0,0,0,1,0
flat,experion the heartsong,sector 108,0.93,6078.0,2,3,3,10.0,Relatively New,1161.0,0,0,0,0,0,1,81
flat,breez global hill view,sohna road,2.6,46931.0,2,2,2,6.0,New Property,554.0,0,0,0,0,0,0,42
flat,sunischit apartments,sector 54,1.75,7955.0,3,3,3+,6.0,Moderately Old,2100.0,0,0,0,1,0,0,126
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,1,0,0,0,49
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,9.0,Moderately Old,11111.0,0,0,0,1,0,1,35
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3,3,2,1.0,Relatively New,1294.0,0,0,0,0,0,0,151
flat,la vida by tata housing,sector 113,1.35,12385.0,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,1,174
flat,bestech park view residency,sector 2,1.01,7138.0,2,2,3,0.0,Moderately Old,1280.0,0,0,0,0,0,1,92
flat,gls avenue,sector 92,0.5,7812.0,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0,1,0
flat,signature global city,sector 92,0.78,8050.0,2,2,2,2.0,New Property,1083.0,0,0,0,0,0,0,47
flat,bestech park view grand spa,sector 81,2.35,8835.0,3,4,3+,10.0,Relatively New,2511.0,0,0,0,1,0,0,109
flat,dlf the ultima,sector 81,2.25,10699.0,3,3,3+,11.0,Relatively New,1600.0,1,0,1,1,1,2,49
house,independent,sohna road,6.25,6946.0,3,3,0,1.0,Moderately Old,9000.0,0,0,0,0,0,1,0
flat,signature andour heights,sector 71,0.59,8429.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,1,67
house,independent,sector 38,4.0,21732.0,6,6,3+,4.0,Old Property,1840.6269,1,0,1,1,1,0,137
flat,vipul lavanya,sector 81,0.64,5263.0,2,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,0,93
flat,ild greens,sector 37c,0.95,5067.0,3,3,3+,0.0,New Property,1696.0,0,0,0,0,0,1,51
flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4,4,3+,2.0,Relatively New,2194.0,0,0,0,1,1,2,174
house,vatika india next,sector 82,6.8,20988.0,4,4,3+,3.0,Relatively New,3240.0,0,0,0,1,0,2,110
flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,1,59
flat,conscient heritage max,sector 102,2.22,11100.0,3,4,3+,15.0,Relatively New,2000.0,0,0,0,1,1,1,82
house,ansals palam vihar,sector 2,2.68,17171.0,4,3,2,3.0,Moderately Old,1560.7655,0,1,0,0,0,0,74
flat,mm the marina,sector 68,1.45,9615.0,3,2,3+,9.0,New Property,1364.0,0,0,0,0,0,1,0
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,0,133
flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3,3,3,3.0,Relatively New,1650.0,0,0,0,1,1,1,21
flat,dlf the ultima,sector 81,3.45,12357.0,4,4,3+,25.0,Moderately Old,2526.0,0,0,0,1,0,0,67
flat,ramprastha city,dwarka expressway,1.3,9028.0,3,3,2,3.0,Under Construction,1303.0,0,0,0,0,0,1,0
flat,vatika the seven lamps,sector 82,1.0,6969.0,2,2,2,14.0,Relatively New,1298.0,1,0,0,0,1,1,69
flat,ireo skyon,sector 60,2.15,17200.0,2,3,2,5.0,Relatively New,1250.0,0,0,0,1,0,0,49
flat,tulip violet,sector 69,1.66,8409.0,4,4,1,12.0,Relatively New,1782.0,0,0,1,0,0,1,102
flat,hcbs sports ville,sohna road,0.22,3143.0,1,1,1,1.0,New Property,778.0,0,0,0,0,0,1,86
flat,unitech uniworld gardens,sector 47,2.15,10307.0,3,4,3+,10.0,Moderately Old,1950.0,0,0,0,1,0,1,49
flat,central park flower valley,sector 33,2.3,12778.0,4,4,3+,5.0,New Property,2000.0,0,0,1,1,0,1,42
flat,tulip violet,sector 69,1.2,8889.0,2,3,1,0.0,Relatively New,1221.0,0,0,0,0,0,1,150
flat,antriksh heights,sector 84,1.02,4869.0,4,4,3+,11.0,Relatively New,1895.0,0,0,1,1,0,0,99
house,central park flower valley,sector 33,1.15,6636.0,2,2,3,2.0,Relatively New,1400.0,0,0,0,0,1,0,71
flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4.0,New Property,1346.0,0,1,0,0,0,0,142
flat,ansal maple crescent,sector 43,1.35,10037.0,3,3,3,2.0,Old Property,1320.0,1,0,0,0,0,0,93
flat,mm heights,sector 65,2.79,14170.0,3,3,3,26.0,New Property,1969.0,0,0,0,0,0,1,15
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,0,0,0,0,1,0,109
flat,sagar apartment,sector 56,1.45,7250.0,3,3,3+,7.0,Old Property,1900.0,1,0,1,1,1,0,166
flat,satya element one,sector 49,0.8,11111.0,1,1,1,0.0,Moderately Old,720.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.26,7636.0,3,3,2,12.0,Relatively New,1650.0,1,0,0,0,0,0,8
flat,mm antalya hills,sector 79,1.15,7497.0,3,3,3+,1.0,Relatively New,1200.0,0,0,0,0,1,0,0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,1,47
flat,dlf new town heights,sector 90,1.99,7297.0,4,4,3+,9.0,Relatively New,3030.0,0,0,1,1,0,0,102
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,3,3,2,17.0,New Property,2296.0,0,0,0,0,0,1,31
house,ireo victory valley,sector 67,8.0,22252.0,6,7,3+,3.0,Moderately Old,3600.0,0,1,1,1,1,0,151
flat,raheja vedaanta,sector 108,0.7,4522.0,2,2,3,1.0,Relatively New,1548.0,0,0,0,0,0,1,0
house,independent,sector 24,4.5,30740.0,10,8,3+,4.0,Relatively New,1463.8904,0,1,0,1,0,0,56
flat,tata primanti,sector 72,4.25,13077.0,4,4,3+,0.0,Relatively New,2940.0,0,0,0,1,0,0,174
flat,imperia aashiyara,sector 37c,0.4,5882.0,2,2,3,3.0,Under Construction,756.0,0,0,0,0,0,0,126
flat,maruti vihar,sector 28,1.0,9091.0,1,1,1,1.0,Old Property,995.0,0,0,1,0,1,0,80
house,bptp astaire gardens,sector 70a,1.04,7157.0,3,3,3+,2.0,Relatively New,1611.0,1,0,0,0,0,0,145
flat,pyramid elite,sector 86,0.45,7745.0,2,2,1,4.0,Relatively New,646.0,0,0,0,0,0,0,66
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3+,0.0,Relatively New,1975.0,0,0,0,1,1,0,151
flat,dlf regal gardens,sector 90,1.17,6709.0,3,3,3,15.0,Relatively New,1630.0,0,0,0,0,0,0,136
house,independent,sector 9a,4.5,14268.0,9,9,3+,3.0,Relatively New,3153.8227,1,0,1,0,1,0,38
flat,orchid island,sector 51,1.7,10652.0,3,4,3,2.0,Moderately Old,1773.0,0,1,1,0,0,1,90
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,0,0,1,0,0,96
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively New,1805.0,0,0,0,1,0,0,49
flat,raheja sampada,sector 92,0.9,6569.0,3,2,3,11.0,Relatively New,1240.0,0,0,0,0,0,0,88
house,independent,sector 39,1.8,19908.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0
flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,1,0,0,0,49
house,independent,sector 43,9.85,26146.0,5,5,2,3.0,Old Property,3762.0,0,0,1,1,1,0,21
house,bptp astaire gardens,sector 70a,6.5,24155.0,4,4,3+,2.0,New Property,2691.0,0,0,1,1,1,0,160
flat,corona optus,sector 37c,1.4,7035.0,3,3,3+,4.0,Relatively New,1890.0,0,0,0,1,0,0,149
flat,experion the heartsong,sector 108,1.7,8487.0,3,4,3+,14.0,Relatively New,1500.29,0,0,0,1,0,1,119
flat,corona optus,sector 37c,1.43,7186.0,3,3,3+,2.0,Relatively New,1834.0,1,0,0,1,0,0,49
flat,hector trimurti heights,sector 39,1.5,6383.0,4,3,3,10.0,Old Property,2611.0,0,0,0,1,0,2,49
flat,gls arawali homes,sohna road,0.28,5983.0,2,2,2,3.0,Relatively New,520.0,0,0,0,0,0,1,42
flat,piedmont taksila heights,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1737.0,0,0,0,0,0,0,81
house,independent,sector 26,15.0,33338.0,4,4,3,3.0,Moderately Old,4500.0,0,1,0,1,0,0,36
flat,godrej meridien,sector 106,3.2,16000.0,3,3,3+,6.0,Relatively New,2224.0,0,0,0,1,0,1,49
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,0,0,1,0,0,174
flat,indiabulls enigma,sector 110,4.0,9850.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,0,59
flat,ambience creacions,sector 22,4.63,14984.0,3,5,3+,5.0,New Property,2796.0,1,0,0,1,0,1,120
house,independent,sohna road,0.95,991.0,10,10,3+,3.0,New Property,9585.0,0,0,0,0,0,1,0
flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,1,9
flat,ss the leaf,sector 85,1.1,9378.0,2,2,3,12.0,Relatively New,1173.0,0,0,0,0,1,1,75
flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,0,0,1,8
house,independent,sector 7,0.45,556.0,3,2,1,2.0,Old Property,8100.0,1,0,0,0,0,1,12
flat,vatika city,sector 49,2.1,10417.0,3,3,3,9.0,Moderately Old,1604.25,0,0,1,0,0,0,132
flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,1603.0,0,0,0,0,0,0,44
house,independent,sector 15,1.07,1321.0,2,2,1,1.0,Old Property,8100.0,0,0,0,1,0,0,7
